TIMEOUT,INSTANCE,RESULT
110,J5059_2,22
110,J5059_2,22
110,J5059_2,22
110,J5076_1,
110,J5076_1,
110,J5076_1,
110,J5076_1,
110,J5076_1,
110,J5089_4,45
110,J5089_4,45
110,J5089_4,45
110,J5089_4,45
110,J5089_4,45
110,J5090_1,54
110,J5090_1,54
110,J5090_1,54
110,J5090_1,54
110,J5090_1,54
125,J50107_4,50
125,J50107_4,50
125,J50107_4,50
125,J50107_4,50
125,J50107_4,50
125,J50103_2,
125,J50103_2,
125,J50103_2,
125,J50103_2,
125,J50103_2,
125,J5023_1,
125,J5023_1,
125,J5023_1,
125,J5023_1,
125,J5023_1,
125,J5028_1,25
125,J5028_1,25
125,J5028_1,25
125,J5028_1,25
125,J5028_1,25
125,J5036_2,19
125,J5036_2,19
125,J5036_2,19
125,J5036_2,19
125,J5036_2,19
125,J5039_3,27
125,J5039_3,27
125,J5039_3,27
125,J5039_3,27
125,J5039_3,27
125,J5059_2,22
125,J5059_2,22
125,J5059_2,22
125,J5059_2,22
125,J5059_2,22
125,J5076_1,
125,J5076_1,
125,J5076_1,
125,J5076_1,
125,J5076_1,
125,J5089_4,45
125,J5089_4,45
125,J5089_4,45
125,J5089_4,45
125,J5089_4,45
125,J5090_1,54
125,J5090_1,54
125,J5090_1,54
125,J5090_1,54
125,J5090_1,54
140,J50107_4,50
140,J50107_4,50
140,J50107_4,50
140,J50107_4,50
140,J50107_4,50
140,J50103_2,
140,J50103_2,
140,J50103_2,
140,J50103_2,
140,J50103_2,
140,J5023_1,
140,J5023_1,
140,J5023_1,
140,J5023_1,
140,J5023_1,
140,J5028_1,25
140,J5028_1,25
140,J5028_1,25
140,J5028_1,25
140,J5028_1,25
140,J5036_2,19
140,J5036_2,19
140,J5036_2,19
140,J5036_2,19
140,J5036_2,19
140,J5039_3,27
140,J5039_3,27
140,J5039_3,27
140,J5039_3,27
140,J5039_3,27
140,J5059_2,22
140,J5059_2,22
140,J5059_2,22
140,J5059_2,22
140,J5059_2,22
140,J5076_1,
140,J5076_1,
140,J5076_1,
140,J5076_1,
140,J5076_1,
140,J5089_4,45
140,J5089_4,45
140,J5089_4,45
140,J5089_4,45
140,J5089_4,45
140,J5090_1,54
140,J5090_1,54
140,J5090_1,54
140,J5090_1,54
140,J5090_1,54
